cik,entityName,val,accn,end,fy,fp,form,filed,frame,year,tag
100885,UNION PACIFIC CORPORATION,813795240.0,0000100885-17-000056,2017-01-27,,,,,,2016,EntityCommonStockSharesOutstanding
100885,UNION PACIFIC CORPORATION,779305276.0,0000100885-18-000048,2018-02-02,,,,,,2017,EntityCommonStockSharesOutstanding
100885,UNION PACIFIC CORPORATION,722877817.0,0000100885-19-000060,2019-02-01,,,,,,2018,EntityCommonStockSharesOutstanding
100885,UNION PACIFIC CORPORATION,690261490.0,0000100885-20-000065,2020-01-31,,,,,,2019,EntityCommonStockSharesOutstanding
100885,UNION PACIFIC CORPORATION,669829363.0,0000100885-21-000068,2021-01-29,,,,,,2020,EntityCommonStockSharesOutstanding
100885,UNION PACIFIC CORP,636898957.0,0001437749-22-002494,2022-01-28,,,,,,2021,EntityCommonStockSharesOutstanding
100885,UNION PACIFIC CORP,611872981.0,0001437749-23-002959,2023-02-03,,,,,,2022,EntityCommonStockSharesOutstanding
100885,UNION PACIFIC CORP,609777914.0,0001437749-24-003599,2024-02-02,,,,,,2023,EntityCommonStockSharesOutstanding
100885,UNION PACIFIC CORP,604286378.0,0000100885-25-000042,2025-01-31,,,,,,2024,EntityCommonStockSharesOutstanding
100885,UNION PACIFIC CORP,593391460.0,0000100885-26-000037,2026-01-30,,,,,,2025,EntityCommonStockSharesOutstanding
100885,UNION PACIFIC CORP,594075498.0,0000100885-26-000250,2026-07-17,,,,,,2026,EntityCommonStockSharesOutstanding
101829,RTX CORPORATION,836432010.0,0000101829-16-000050,2016-01-31,,,,,,2015,EntityCommonStockSharesOutstanding
101829,RTX CORPORATION,805861740.0,0000101829-17-000007,2017-01-31,,,,,,2016,EntityCommonStockSharesOutstanding
101829,RTX CORPORATION,799778295.0,0000101829-18-000005,2018-01-31,,,,,,2017,EntityCommonStockSharesOutstanding
101829,RTX CORPORATION,861748797.0,0000101829-19-000007,2019-01-31,,,,,,2018,EntityCommonStockSharesOutstanding
101829,RTX CORPORATION,865308981.0,0000101829-20-000013,2020-01-31,,,,,,2019,EntityCommonStockSharesOutstanding
101829,RTX CORPORATION,1519478134.0,0000101829-21-000008,2021-01-29,,,,,,2020,EntityCommonStockSharesOutstanding
101829,RAYTHEON TECHNOLOGIES CORPORATION,1492330987.0,0000101829-22-000005,2022-01-31,,,,,,2021,EntityCommonStockSharesOutstanding
101829,RAYTHEON TECHNOLOGIES CORPORATION,1464954584.0,0000101829-23-000009,2023-01-31,,,,,,2022,EntityCommonStockSharesOutstanding
101829,RTX Corporation,1326826896.0,0000101829-24-000008,2024-01-31,,,,,,2023,EntityCommonStockSharesOutstanding
101829,RTX CORPORATION,1332122758.0,0000101829-25-000005,2024-12-31,,,,,,2024,EntityCommonStockSharesOutstanding
101829,RTX Corporation,1342287676.0,0000101829-26-000006,2025-12-31,,,,,,2025,EntityCommonStockSharesOutstanding
101829,RTX CORPORATION,1347758144.0,0000101829-26-000027,2026-06-30,,,,,,2026,EntityCommonStockSharesOutstanding
104169,Walmart Inc.,3201893234.0,0000104169-15-000054,2015-11-30,,,,,,2015,EntityCommonStockSharesOutstanding
104169,Walmart Inc.,3073190306.0,0000104169-16-000140,2016-11-28,,,,,,2016,EntityCommonStockSharesOutstanding
104169,Walmart Inc.,2962381445.0,0000104169-17-000081,2017-11-29,,,,,,2017,EntityCommonStockSharesOutstanding
104169,Walmart Inc.,2905260059.0,0000104169-18-000110,2018-11-28,,,,,,2018,EntityCommonStockSharesOutstanding
104169,Walmart Inc.,2837174936.0,0000104169-19-000088,2019-12-02,,,,,,2019,EntityCommonStockSharesOutstanding
104169,Walmart Inc.,2829285926.0,0000104169-20-000076,2020-11-30,,,,,,2020,EntityCommonStockSharesOutstanding
104169,WALMART INC.,2773878458.0,0000104169-21-000072,2021-11-29,,,,,,2021,EntityCommonStockSharesOutstanding
104169,WALMART INC.,2696800054.0,0000104169-22-000083,2022-11-29,,,,,,2022,EntityCommonStockSharesOutstanding
104169,WALMART INC.,2692233703.0,0000104169-23-000132,2023-11-28,,,,,,2023,EntityCommonStockSharesOutstanding
104169,WALMART INC.,8033386215.0,0000104169-24-000178,2024-12-04,,,,,,2024,EntityCommonStockSharesOutstanding
104169,Walmart Inc.,7970166964.0,0000104169-25-000191,2025-12-02,,,,,,2025,EntityCommonStockSharesOutstanding
104169,WALMART INC.,7958079155.0,0000104169-26-000102,2026-05-27,,,,,,2026,EntityCommonStockSharesOutstanding
105634,"EMCOR Group, Inc.",44109901.0,0000105634-26-000110,2026-07-24,,,,,,2026,EntityCommonStockSharesOutstanding
105770,"WEST PHARMACEUTICAL SERVICES, INC.",72333516.0,0000105770-16-000060,2016-01-31,,,,,,2015,EntityCommonStockSharesOutstanding
105770,"WEST PHARMACEUTICAL SERVICES, INC.",73260436.0,0000105770-17-000011,2016-12-31,,,,,,2016,EntityCommonStockSharesOutstanding
105770,"WEST PHARMACEUTICAL SERVICES, INC.",73986496.0,0000105770-18-000006,2018-01-31,,,,,,2017,EntityCommonStockSharesOutstanding
105770,"WEST PHARMACEUTICAL SERVICES, INC.",74186169.0,0000105770-19-000012,2019-01-31,,,,,,2018,EntityCommonStockSharesOutstanding
105770,"WEST PHARMACEUTICAL SERVICES, INC.",73837449.0,0000105770-20-000015,2020-01-31,,,,,,2019,EntityCommonStockSharesOutstanding
105770,"WEST PHARMACEUTICAL SERVICES, INC.",74103026.0,0000105770-21-000008,2021-01-27,,,,,,2020,EntityCommonStockSharesOutstanding
105770,"WEST PHARMACEUTICAL SERVICES, INC.",74281589.0,0001628280-22-003342,2022-01-26,,,,,,2021,EntityCommonStockSharesOutstanding
105770,"WEST PHARMACEUTICAL SERVICES, INC.",74135554.0,0000105770-23-000012,2023-01-25,,,,,,2022,EntityCommonStockSharesOutstanding
105770,"WEST PHARMACEUTICAL SERVICES, INC.",73299296.0,0000105770-24-000015,2024-01-25,,,,,,2023,EntityCommonStockSharesOutstanding
105770,"WEST PHARMACEUTICAL SERVICES, INC.",72303766.0,0000105770-25-000013,2025-02-06,,,,,,2024,EntityCommonStockSharesOutstanding
105770,"WEST PHARMACEUTICAL SERVICES, INC.",72021491.0,0000105770-26-000010,2026-01-29,,,,,,2025,EntityCommonStockSharesOutstanding
105770,"WEST PHARMACEUTICAL SERVICES, INC.",70375762.0,0000105770-26-000099,2026-07-20,,,,,,2026,EntityCommonStockSharesOutstanding
106040,WESTERN DIGITAL CORP,232770151.0,0000106040-16-000019,2016-02-08,,,,,,2015,EntityCommonStockSharesOutstanding
106040,WESTERN DIGITAL CORP,288070433.0,0000106040-17-000007,2017-02-03,,,,,,2016,EntityCommonStockSharesOutstanding
106040,WESTERN DIGITAL CORP,297560299.0,0000106040-18-000010,2018-01-30,,,,,,2017,EntityCommonStockSharesOutstanding
106040,WESTERN DIGITAL CORP,290850938.0,0000106040-19-000009,2019-01-29,,,,,,2018,EntityCommonStockSharesOutstanding
106040,WESTERN DIGITAL CORP,298931536.0,0000106040-20-000011,2020-02-04,,,,,,2019,EntityCommonStockSharesOutstanding
106040,WESTERN DIGITAL CORP,306097179.0,0000106040-21-000011,2021-01-29,,,,,,2020,EntityCommonStockSharesOutstanding
106040,WESTERN DIGITAL CORPORATION,312917687.0,0000106040-22-000018,2022-01-27,,,,,,2021,EntityCommonStockSharesOutstanding
106040,WESTERN DIGITAL CORPORATION,319322335.0,0000106040-23-000010,2023-01-25,,,,,,2022,EntityCommonStockSharesOutstanding
106040,WESTERN DIGITAL CORPORATION,325859745.0,0000106040-24-000014,2024-01-24,,,,,,2023,EntityCommonStockSharesOutstanding
106040,WESTERN DIGITAL CORPORATION,347823902.0,0000106040-25-000008,2025-01-22,,,,,,2024,EntityCommonStockSharesOutstanding
106040,WESTERN DIGITAL CORPORATION,339037922.0,0001628280-26-004207,2026-01-22,,,,,,2025,EntityCommonStockSharesOutstanding
106040,WESTERN DIGITAL CORPORATION,360540944.0,0001628280-26-057139,2026-08-07,,,,,,2026,EntityCommonStockSharesOutstanding
106535,WEYERHAEUSER COMPANY,510492965.0,0000106535-16-000046,2016-01-29,,,,,,2015,EntityCommonStockSharesOutstanding
106535,WEYERHAEUSER COMPANY,748998273.0,0000106535-17-000007,2017-01-27,,,,,,2016,EntityCommonStockSharesOutstanding
106535,WEYERHAEUSER COMPANY,756097841.0,0000106535-18-000013,2018-02-05,,,,,,2017,EntityCommonStockSharesOutstanding
106535,WEYERHAEUSER COMPANY,746523890.0,0000106535-19-000014,2019-02-04,,,,,,2018,EntityCommonStockSharesOutstanding
106535,WEYERHAEUSER COMPANY,745519000.0,0001564590-20-004822,2020-02-03,,,,,,2019,EntityCommonStockSharesOutstanding
106535,WEYERHAEUSER COMPANY,747768000.0,0001564590-21-006960,2021-02-08,,,,,,2020,EntityCommonStockSharesOutstanding
106535,WEYERHAEUSER COMPANY,746331000.0,0001564590-22-005707,2022-02-07,,,,,,2021,EntityCommonStockSharesOutstanding
106535,WEYERHAEUSER COMPANY,732347000.0,0000950170-23-003217,2023-02-06,,,,,,2022,EntityCommonStockSharesOutstanding
106535,WEYERHAEUSER COMPANY,729521000.0,0000950170-24-016434,2024-02-05,,,,,,2023,EntityCommonStockSharesOutstanding
106535,WEYERHAEUSER COMPANY,725578000.0,0000950170-25-021254,2025-02-04,,,,,,2024,EntityCommonStockSharesOutstanding
106535,WEYERHAEUSER COMPANY,720665000.0,0001193125-26-051422,2026-02-03,,,,,,2025,EntityCommonStockSharesOutstanding
106535,WEYERHAEUSER COMPANY,720736000.0,0001193125-26-328606,2026-07-27,,,,,,2026,EntityCommonStockSharesOutstanding
107263,"Williams Companies, Inc.",1223167472.0,0000107263-26-000026,2026-07-30,,,,,,2026,EntityCommonStockSharesOutstanding
109198,"THE TJX COMPANIES, INC.",1192878394.0,0000109198-21-000030,2021-11-19,,,,,,2021,EntityCommonStockSharesOutstanding
109198,"The TJX Companies, Inc.",1155504149.0,0000109198-22-000044,2022-11-18,,,,,,2022,EntityCommonStockSharesOutstanding
109198,"The TJX Companies, Inc.",1139676816.0,0000109198-23-000060,2023-11-17,,,,,,2023,EntityCommonStockSharesOutstanding
109198,"The TJX Companies, Inc.",1124158029.0,0000109198-24-000059,2024-11-22,,,,,,2024,EntityCommonStockSharesOutstanding
109198,"The TJX Companies, Inc.",1110467095.0,0000109198-25-000061,2025-11-21,,,,,,2025,EntityCommonStockSharesOutstanding
109198,"The TJX Companies, Inc.",1104704446.0,0000109198-26-000034,2026-05-22,,,,,,2026,EntityCommonStockSharesOutstanding
200406,Johnson & Johnson,2634721257.0,0000200406-20-000010,2020-02-10,,,,,,2019,EntityCommonStockSharesOutstanding
200406,JOHNSON & JOHNSON,2629268158.0,0000200406-22-000022,2022-02-10,,,,,,2021,EntityCommonStockSharesOutstanding
200406,JOHNSON & JOHNSON,2604286303.0,0000200406-23-000016,2023-02-10,,,,,,2022,EntityCommonStockSharesOutstanding
200406,Johnson & Johnson,2408767228.0,0000200406-24-000013,2024-02-09,,,,,,2023,EntityCommonStockSharesOutstanding
200406,Johnson & Johnson,2407616693.0,0000200406-25-000038,2025-02-06,,,,,,2024,EntityCommonStockSharesOutstanding
200406,Johnson & Johnson,2409898936.0,0000200406-26-000016,2026-02-06,,,,,,2025,EntityCommonStockSharesOutstanding
200406,Johnson & Johnson,2409898597.0,0000200406-26-000153,2026-07-17,,,,,,2026,EntityCommonStockSharesOutstanding
202058,"L3HARRIS TECHNOLOGIES, INC.",124654177.0,0001193125-16-449408,2016-01-29,,,,,,2015,EntityCommonStockSharesOutstanding
202058,"L3HARRIS TECHNOLOGIES, INC.",124461661.0,0000202058-17-000010,2017-01-27,,,,,,2016,EntityCommonStockSharesOutstanding
202058,"L3HARRIS TECHNOLOGIES, INC.",118729803.0,0000202058-18-000007,2018-01-26,,,,,,2017,EntityCommonStockSharesOutstanding
202058,"L3HARRIS TECHNOLOGIES, INC.",117829781.0,0000202058-19-000023,2019-01-25,,,,,,2018,EntityCommonStockSharesOutstanding
202058,"L3HARRIS TECHNOLOGIES, INC.",190107856.0,0000202058-24-000029,2024-02-09,,,,,,2023,EntityCommonStockSharesOutstanding
202058,"L3HARRIS TECHNOLOGIES, INC.",188313839.0,0000202058-25-000023,2025-02-07,,,,,,2024,EntityCommonStockSharesOutstanding
202058,"L3HARRIS TECHNOLOGIES, INC.",186776263.0,0000202058-26-000015,2026-02-06,,,,,,2025,EntityCommonStockSharesOutstanding
202058,"L3HARRIS TECHNOLOGIES, INC.",186214616.0,0000202058-26-000058,2026-07-24,,,,,,2026,EntityCommonStockSharesOutstanding
217346,TEXTRON INC.,271171585.0,0001104659-16-099562,2016-02-06,,,,,,2015,EntityCommonStockSharesOutstanding
217346,TEXTRON INC.,270086401.0,0001104659-17-010809,2017-02-04,,,,,,2016,EntityCommonStockSharesOutstanding
217346,TEXTRON INC.,261771970.0,0001104659-18-009905,2018-02-03,,,,,,2017,EntityCommonStockSharesOutstanding
217346,TEXTRON INC.,234679051.0,0001104659-19-008151,2019-02-02,,,,,,2018,EntityCommonStockSharesOutstanding
217346,TEXTRON INC.,228049518.0,0001104659-20-024773,2020-02-08,,,,,,2019,EntityCommonStockSharesOutstanding
217346,TEXTRON INC.,226284488.0,0000217346-21-000019,2021-02-06,,,,,,2020,EntityCommonStockSharesOutstanding
217346,Textron Inc.,216682177.0,0000217346-22-000005,2022-02-05,,,,,,2021,EntityCommonStockSharesOutstanding
217346,Textron Inc.,205216698.0,0000217346-23-000006,2023-02-04,,,,,,2022,EntityCommonStockSharesOutstanding
217346,Textron Inc.,192853981.0,0000217346-24-000017,2024-02-03,,,,,,2023,EntityCommonStockSharesOutstanding
217346,Textron Inc.,182572762.0,0000217346-25-000017,2025-02-01,,,,,,2024,EntityCommonStockSharesOutstanding
217346,Textron Inc.,174162437.0,0000217346-26-000006,2026-02-07,,,,,,2025,EntityCommonStockSharesOutstanding
217346,Textron Inc.,171986917.0,0000217346-26-000036,2026-07-17,,,,,,2026,EntityCommonStockSharesOutstanding
277135,"W.W. Grainger, Inc.",61728599.0,0000277135-16-000037,2016-01-31,,,,,,2015,EntityCommonStockSharesOutstanding
277135,"W.W. Grainger, Inc.",58837353.0,0000277135-17-000007,2017-01-31,,,,,,2016,EntityCommonStockSharesOutstanding
277135,"W.W. Grainger, Inc.",56105411.0,0000277135-18-000007,2018-01-31,,,,,,2017,EntityCommonStockSharesOutstanding
277135,"W.W. Grainger, Inc.",55679223.0,0000277135-19-000010,2019-01-31,,,,,,2018,EntityCommonStockSharesOutstanding
277135,"W.W. Grainger, Inc.",53656306.0,0000277135-20-000007,2020-01-31,,,,,,2019,EntityCommonStockSharesOutstanding
277135,"W.W. Grainger, Inc.",52375717.0,0000277135-21-000007,2021-01-31,,,,,,2020,EntityCommonStockSharesOutstanding
277135,"W.W. Grainger, Inc.",51107898.0,0000277135-22-000012,2022-02-11,,,,,,2021,EntityCommonStockSharesOutstanding
277135,"W.W. Grainger, Inc.",49173357.0,0000277135-24-000011,2024-02-14,,,,,,2023,EntityCommonStockSharesOutstanding
277135,"W.W. Grainger, Inc.",48216708.0,0000277135-25-000010,2025-02-14,,,,,,2024,EntityCommonStockSharesOutstanding
277135,"W.W. Grainger, Inc.",47373024.0,0000277135-26-000011,2026-02-12,,,,,,2025,EntityCommonStockSharesOutstanding
277135,"W.W. Grainger, Inc.",47100942.0,0000277135-26-000079,2026-07-28,,,,,,2026,EntityCommonStockSharesOutstanding
277948,CSX CORPORATION,963150011.0,0000277948-16-000046,2016-01-22,,,,,,2015,EntityCommonStockSharesOutstanding
277948,CSX CORPORATION,926446993.0,0000277948-17-000009,2017-01-27,,,,,,2016,EntityCommonStockSharesOutstanding
277948,CSX CORPORATION,887236080.0,0000277948-18-000009,2018-01-31,,,,,,2017,EntityCommonStockSharesOutstanding
277948,CSX CORPORATION,815630366.0,0000277948-19-000011,2019-01-31,,,,,,2018,EntityCommonStockSharesOutstanding
277948,CSX CORPORATION,773825565.0,0000277948-20-000008,2020-01-31,,,,,,2019,EntityCommonStockSharesOutstanding
277948,CSX CORPORATION,762505058.0,0000277948-21-000014,2021-01-31,,,,,,2020,EntityCommonStockSharesOutstanding
277948,CSX CORPORATION,2193389444.0,0000277948-22-000009,2022-01-31,,,,,,2021,EntityCommonStockSharesOutstanding
277948,CSX CORPORATION,2062605434.0,0000277948-23-000006,2023-01-31,,,,,,2022,EntityCommonStockSharesOutstanding
277948,CSX CORPORATION,1959134342.0,0000277948-24-000010,2024-01-31,,,,,,2023,EntityCommonStockSharesOutstanding
277948,CSX CORPORATION,1894616582.0,0000277948-25-000008,2025-01-31,,,,,,2024,EntityCommonStockSharesOutstanding
277948,CSX CORPORATION,1859556799.0,0000277948-26-000006,2026-01-31,,,,,,2025,EntityCommonStockSharesOutstanding
277948,CSX CORPORATION,1852474917.0,0000277948-26-000032,2026-06-30,,,,,,2026,EntityCommonStockSharesOutstanding
310158,"Merck & Co., Inc.",2775258591.0,0000310158-16-000063,2016-01-31,,,,,,2015,EntityCommonStockSharesOutstanding
310158,"Merck & Co., Inc.",2745571067.0,0000310158-17-000010,2017-01-31,,,,,,2016,EntityCommonStockSharesOutstanding
310158,"Merck & Co., Inc.",2696190502.0,0000310158-18-000005,2018-01-31,,,,,,2017,EntityCommonStockSharesOutstanding
310158,"Merck & Co., Inc.",2581220308.0,0000310158-19-000014,2019-01-31,,,,,,2018,EntityCommonStockSharesOutstanding
310158,"Merck & Co., Inc.",2536268760.0,0000310158-20-000005,2020-01-31,,,,,,2019,EntityCommonStockSharesOutstanding
310158,"Merck & Co., Inc.",2530315668.0,0000310158-21-000004,2021-01-31,,,,,,2020,EntityCommonStockSharesOutstanding
310158,"Merck & Co., Inc.",2527733606.0,0000310158-22-000003,2022-01-31,,,,,,2021,EntityCommonStockSharesOutstanding
310158,"Merck & Co., Inc.",2538592467.0,0001628280-23-005061,2023-01-31,,,,,,2022,EntityCommonStockSharesOutstanding
310158,"Merck & Co., Inc.",2532643872.0,0001193125-24-093194,2024-01-31,,,,,,2023,EntityCommonStockSharesOutstanding
310158,"Merck & Co., Inc.",2526036240.0,0001628280-25-007732,2025-01-31,,,,,,2024,EntityCommonStockSharesOutstanding
310158,"Merck & Co., Inc.",2472392003.0,0000310158-26-000063,2026-01-31,,,,,,2025,EntityCommonStockSharesOutstanding
310158,"Merck & Co., Inc.",2467171638.0,0000310158-26-000212,2026-07-31,,,,,,2026,EntityCommonStockSharesOutstanding
310764,STRYKER CORP,372982213.0,0000310764-16-000226,2016-01-31,,,,,,2015,EntityCommonStockSharesOutstanding
310764,STRYKER CORP,372878298.0,0000310764-17-000034,2017-01-31,,,,,,2016,EntityCommonStockSharesOutstanding
310764,STRYKER CORP,374642060.0,0000310764-18-000031,2018-01-31,,,,,,2017,EntityCommonStockSharesOutstanding
310764,STRYKER CORP,372664636.0,0000310764-19-000014,2019-01-31,,,,,,2018,EntityCommonStockSharesOutstanding
310764,STRYKER CORP,374575145.0,0000310764-20-000014,2020-01-31,,,,,,2019,EntityCommonStockSharesOutstanding
310764,STRYKER CORP,376200942.0,0000310764-21-000027,2021-01-31,,,,,,2020,EntityCommonStockSharesOutstanding
310764,STRYKER CORP,377544686.0,0000310764-22-000028,2022-01-31,,,,,,2021,EntityCommonStockSharesOutstanding
310764,STRYKER CORP,378831249.0,0000310764-23-000017,2023-01-31,,,,,,2022,EntityCommonStockSharesOutstanding
310764,STRYKER CORP,380264036.0,0000310764-24-000024,2024-01-31,,,,,,2023,EntityCommonStockSharesOutstanding
310764,STRYKER CORP,381579123.0,0000310764-25-000023,2025-01-31,,,,,,2024,EntityCommonStockSharesOutstanding
310764,STRYKER CORP,382688675.0,0000310764-26-000010,2026-01-31,,,,,,2025,EntityCommonStockSharesOutstanding
310764,STRYKER CORP,383573046.0,0000310764-26-000050,2026-06-30,,,,,,2026,EntityCommonStockSharesOutstanding
313616,DANAHER CORPORATION,687154521.0,0000313616-16-000145,2016-02-09,,,,,,2015,EntityCommonStockSharesOutstanding
313616,DANAHER CORPORATION,693280277.0,0000313616-17-000066,2017-02-09,,,,,,2016,EntityCommonStockSharesOutstanding
313616,DANAHER CORPORATION,697569470.0,0000313616-18-000038,2018-02-08,,,,,,2017,EntityCommonStockSharesOutstanding
313616,DANAHER CORPORATION,701875340.0,0000313616-19-000035,2019-02-07,,,,,,2018,EntityCommonStockSharesOutstanding
313616,DANAHER CORPORATION,696237113.0,0000313616-20-000041,2020-02-06,,,,,,2019,EntityCommonStockSharesOutstanding
313616,DANAHER CORPORATION,712204198.0,0000313616-21-000045,2021-02-05,,,,,,2020,EntityCommonStockSharesOutstanding
313616,DANAHER CORPORATION,715352586.0,0000313616-22-000061,2022-02-04,,,,,,2021,EntityCommonStockSharesOutstanding
313616,DANAHER CORPORATION,739701725.0,0000313616-24-000052,2024-02-02,,,,,,2023,EntityCommonStockSharesOutstanding
313616,DANAHER CORPORATION,714709852.0,0000313616-25-000043,2025-02-03,,,,,,2024,EntityCommonStockSharesOutstanding
313616,DANAHER CORPORATION,707139356.0,0000313616-26-000062,2026-02-02,,,,,,2025,EntityCommonStockSharesOutstanding
313616,DANAHER CORPORATION,702986054.0,0000313616-26-000161,2026-07-16,,,,,,2026,EntityCommonStockSharesOutstanding
313927,CHURCH & DWIGHT CO INC /DE/,245659577.0,0001564590-20-004956,2020-02-13,,,,,,2019,EntityCommonStockSharesOutstanding
313927,"CHURCH & DWIGHT CO., INC.",244040705.0,0000950170-23-003066,2023-02-13,,,,,,2022,EntityCommonStockSharesOutstanding
313927,"CHURCH & DWIGHT CO., INC.",243776939.0,0000950170-24-015810,2024-02-12,,,,,,2023,EntityCommonStockSharesOutstanding
313927,"CHURCH & DWIGHT CO., INC.",245969881.0,0000950170-25-019801,2025-02-10,,,,,,2024,EntityCommonStockSharesOutstanding
313927,"CHURCH & DWIGHT CO., INC.",236694241.0,0001193125-26-048139,2026-02-09,,,,,,2025,EntityCommonStockSharesOutstanding
313927,"CHURCH & DWIGHT CO., INC.",237203907.0,0001193125-26-327567,2026-07-29,,,,,,2026,EntityCommonStockSharesOutstanding
315189,DEERE & CO,315325774.0,0001558370-16-003529,2016-01-31,,,,,,2015,EntityCommonStockSharesOutstanding
315189,DEERE & CO,318283154.0,0001558370-17-000952,2017-01-29,,,,,,2016,EntityCommonStockSharesOutstanding
315189,DEERE & CO,323787852.0,0001558370-18-001362,2018-01-28,,,,,,2017,EntityCommonStockSharesOutstanding
315189,DEERE & CO,318493477.0,0001558370-19-001282,2019-01-27,,,,,,2018,EntityCommonStockSharesOutstanding
315189,DEERE & CO,313275755.0,0001558370-19-011614,2019-11-30,,,,,,2019,EntityCommonStockSharesOutstanding
315189,DEERE & CO,313438923.0,0001558370-21-001774,2021-01-31,,,,,,2020,EntityCommonStockSharesOutstanding
315189,DEERE & CO,306784327.0,0001558370-22-001900,2022-01-30,,,,,,2021,EntityCommonStockSharesOutstanding
315189,DEERE & CO,296322273.0,0001558370-23-001877,2023-01-29,,,,,,2022,EntityCommonStockSharesOutstanding
315189,DEERE & CO,278358210.0,0001558370-24-002149,2024-01-28,,,,,,2023,EntityCommonStockSharesOutstanding
315189,DEERE & CO,271413927.0,0001558370-25-001714,2025-01-26,,,,,,2024,EntityCommonStockSharesOutstanding
315189,DEERE & CO,270107282.0,0001104659-26-020158,2026-02-01,,,,,,2025,EntityCommonStockSharesOutstanding
315189,DEERE & CO,269625412.0,0001104659-26-102213,2026-08-02,,,,,,2026,EntityCommonStockSharesOutstanding
315293,Aon plc,270081701.0,0001628280-16-011485,2016-02-05,,,,,,2015,EntityCommonStockSharesOutstanding
315293,Aon plc,231582094.0,0001628280-20-001607,2020-02-13,,,,,,2019,EntityCommonStockSharesOutstanding
315293,Aon plc,216001106.0,0001628280-25-006093,2025-02-14,,,,,,2024,EntityCommonStockSharesOutstanding
315293,Aon plc,214254496.0,0001628280-26-008116,2026-02-12,,,,,,2025,EntityCommonStockSharesOutstanding
315293,Aon plc,212125434.0,0001628280-26-050610,2026-07-28,,,,,,2026,EntityCommonStockSharesOutstanding
316709,SCHWAB CHARLES CORP,1320522900.0,0000316709-16-000067,2016-01-29,,,,,,2015,EntityCommonStockSharesOutstanding
316709,SCHWAB CHARLES CORP,1334969258.0,0000316709-17-000010,2017-01-31,,,,,,2016,EntityCommonStockSharesOutstanding
316709,SCHWAB CHARLES CORP,1346473499.0,0000316709-18-000009,2018-01-31,,,,,,2017,EntityCommonStockSharesOutstanding
316709,SCHWAB CHARLES CORP,1332893531.0,0000316709-19-000008,2019-01-31,,,,,,2018,EntityCommonStockSharesOutstanding
316709,SCHWAB CHARLES CORP,1286215799.0,0000316709-20-000012,2020-01-31,,,,,,2019,EntityCommonStockSharesOutstanding
316709,SCHWAB CHARLES CORP,1813567665.0,0000316709-25-000010,2025-02-12,,,,,,2024,EntityCommonStockSharesOutstanding
316709,SCHWAB CHARLES CORP,1752210425.0,0000316709-26-000009,2026-01-30,,,,,,2025,EntityCommonStockSharesOutstanding
316709,SCHWAB CHARLES CORP,1729335714.0,0000316709-26-000031,2026-07-31,,,,,,2026,EntityCommonStockSharesOutstanding
318154,Amgen Inc.,752091038.0,0000318154-16-000031,2016-02-09,,,,,,2015,EntityCommonStockSharesOutstanding
318154,Amgen Inc.,736452791.0,0000318154-17-000004,2017-02-09,,,,,,2016,EntityCommonStockSharesOutstanding
318154,Amgen Inc.,720562246.0,0000318154-18-000004,2018-02-09,,,,,,2017,EntityCommonStockSharesOutstanding
318154,Amgen Inc.,622278034.0,0000318154-19-000008,2019-02-07,,,,,,2018,EntityCommonStockSharesOutstanding
318154,Amgen Inc.,589806819.0,0000318154-20-000017,2020-02-06,,,,,,2019,EntityCommonStockSharesOutstanding
318154,Amgen Inc.,577566383.0,0000318154-21-000010,2021-02-03,,,,,,2020,EntityCommonStockSharesOutstanding
318154,Amgen Inc.,557029370.0,0000318154-22-000010,2022-02-11,,,,,,2021,EntityCommonStockSharesOutstanding
318154,Amgen Inc.,533976238.0,0000318154-23-000017,2023-02-06,,,,,,2022,EntityCommonStockSharesOutstanding
318154,Amgen Inc.,535918901.0,0000318154-24-000011,2024-02-09,,,,,,2023,EntityCommonStockSharesOutstanding
318154,Amgen Inc.,537204943.0,0000318154-25-000010,2025-02-11,,,,,,2024,EntityCommonStockSharesOutstanding
318154,Amgen Inc.,539067675.0,0000318154-26-000010,2026-02-10,,,,,,2025,EntityCommonStockSharesOutstanding
318154,Amgen Inc.,540632005.0,0000318154-26-000126,2026-07-30,,,,,,2026,EntityCommonStockSharesOutstanding
319201,KLA CORPORATION,155664640.0,0000319201-16-000065,2016-01-15,,,,,,2015,EntityCommonStockSharesOutstanding
319201,KLA CORPORATION,156729320.0,0000319201-17-000006,2017-01-17,,,,,,2016,EntityCommonStockSharesOutstanding
319201,KLA CORPORATION,156620125.0,0000319201-18-000008,2018-01-12,,,,,,2017,EntityCommonStockSharesOutstanding
319201,KLA CORP,151363988.0,0000319201-19-000009,2019-01-18,,,,,,2018,EntityCommonStockSharesOutstanding
319201,KLA CORPORATION,156772198.0,0000319201-20-000008,2020-01-17,,,,,,2019,EntityCommonStockSharesOutstanding
319201,KLA CORPORATION,154074651.0,0000319201-21-000008,2021-01-15,,,,,,2020,EntityCommonStockSharesOutstanding
319201,KLA CORPORATION,150715343.0,0000319201-22-000006,2022-01-14,,,,,,2021,EntityCommonStockSharesOutstanding
319201,KLA CORPORATION,138479764.0,0000319201-23-000010,2023-01-17,,,,,,2022,EntityCommonStockSharesOutstanding
319201,KLA CORPORATION,135233651.0,0000319201-24-000006,2024-01-16,,,,,,2023,EntityCommonStockSharesOutstanding
319201,KLA CORPORATION,132886746.0,0000319201-25-000006,2025-01-21,,,,,,2024,EntityCommonStockSharesOutstanding
